"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
33231514,5,"Min","Yu","M","Department of General Surgery, Xinqiao Hospital, Army Medical University, Chongqing 400037, China."
33284559,1,"Juan Jose","Rendon-Rodriguez","JJ","Biomedical Innovation and Research Group, Faculty of Applied and Exact Sciences, Instituto Tecnologico Metropolitano ITM, 050034 Medellin, Colombia."
33284559,2,"Luisa Fernanda","Restrepo-Rodriguez","LF","Biomedical Innovation and Research Group, Faculty of Applied and Exact Sciences, Instituto Tecnologico Metropolitano ITM, 050034 Medellin, Colombia."
33284559,3,"Sarah","Rothlisberger","S","Biomedical Innovation and Research Group, Faculty of Applied and Exact Sciences, Instituto Tecnologico Metropolitano ITM, 050034 Medellin, Colombia."
33300816,1,"Jinfang","Yang","J","Department of Obstetrics, Binzhou People's Hospital, Binzhou, China."
33300816,2,"Cuiping","Xiang","C","Department of Obstetrics, Binzhou People's Hospital, Binzhou, China."
33300816,3,"Jianmeng","Liu","J","Department of Obstetrics, Binzhou People's Hospital, Binzhou, China."
33311649,1,"Adam R","Davis","AR","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA."
33311649,2,"Sara L","Stone","SL","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA."
33311649,3,"Amanda R","Oran","AR","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA."
33311649,4,"Robyn T","Sussman","RT","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA."
33311649,5,"Siddharth","Bhattacharyya","S","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA."
33311649,6,"Jennifer J D","Morrissette","JJD","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA."
33311649,7,"Adam","Bagg","A","Department of Pathology and Laboratory Medicine, Hospital of the University of Pennsylvania and Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA. adambagg@pennmedicine.upenn.edu."
33386589,1,"Sarah","Arrowsmith","S","Harris-Wellbeing Preterm Birth Research Centre, Institute of Life Course and Medical Sciences, University of Liverpool, Liverpool, UK. s.arrowsmith@liverpool.ac.uk."
33398051,1,"Athira","Anirudhan","A","Faculty of Allied Health Sciences, Chettinad Academy of Research and Education CARE, Kelambakkam, 603103, India."
33398051,2,"Paramasivam","Prabu","P","School of Medicine, Department of Neurology, University of New Mexico Health Sciences Center, University of New Mexico, New Mexico, USA."
33398051,3,"Jaya","Sanyal","J","Department of Anthropology, University of Delhi, Delhi, 110007, India."
33398051,4,"Tapas Kumar","Banerjee","TK","Department of Neurology, National Neurosciences Centre, Kolkata, India."
33398051,5,"Gautam","Guha","G","Department of Neurology, Nil Ratan Sircar Medical College and Hospital, Kolkata, India."
33398051,6,"Ram","Murugesan","R","Drug Discovery & Omics Lab, Faculty of Allied Health Sciences, Chettinad Academy of Research and Education, Kelambakkam, 603103, India."
33398051,7,"Shiek S S J","Ahmed","SSSJ","Drug Discovery & Omics Lab, Faculty of Allied Health Sciences, Chettinad Academy of Research and Education, Kelambakkam, 603103, India. shiekssjahmed@gmail.com."
33447351,1,"Karam","Khaddour","K","Department of Medicine, Division of Medical Oncology, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,2,"Joshua","Dowling","J","Department of Neurological Surgery, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,3,"Jiayi","Huang","J","Department of Radiation Oncology, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,4,"Martha","Council","M","Division of Dermatology, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,5,"David","Chen","D","Division of Dermatology, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,6,"Lynn","Cornelius","L","Division of Dermatology, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,7,"Tanner","Johanns","T","Department of Medicine, Division of Medical Oncology, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,8,"Sonika","Dahiya","S","Division of Neuropathology, Department of Pathology and Immunology, Washington University School of Medicine, St. Louis, Missouri, USA."
33447351,9,"George","Ansstas","G","Department of Medicine, Division of Medical Oncology, Washington University School of Medicine, St. Louis, Missouri, USA."
33454906,1,"Fabiana Cristina Belchior","de Sousa","FCB","Department of Animal Science, Universidade Federal do Piauí, Campus Profª Cinobelina Elvas, Bom Jesus, PI, 64900-000, Brazil."
33454906,2,"Carlos Souza","do Nascimento","CS","Department of Animal Science, Universidade Federal de Sergipe, São Cristóvão, SE, 49100-000, Brazil."
33454906,3,"Maíse Dos Santos","Macário","MDS","Department of Animal Science, Universidade Federal de Sergipe, São Cristóvão, SE, 49100-000, Brazil."
33454906,4,"Renan Dos Santos","Araújo","RDS","Department of Entomology, Universidade Federal de Viçosa, Viçosa, MG, 36570-000, Brazil. renandosantosaraujo@gmail.com."
33454906,5,"Leandro Teixeira","Barbosa","LT","Department of Animal Science, Universidade Federal de Sergipe, São Cristóvão, SE, 49100-000, Brazil."
33454906,6,"Geraldo Fábio Viana","Bayão","GFV","Department of Animal Science, Instituto Federal de Educação, Ciência e Tecnologia do Maranhão, São Luís, MA, 65095-460, Brazil."
33454906,7,"Katiene Régia Silva","Sousa","KRS","Department of Oceanography and Limnology, Universidade Federal do Maranhão, São Luís, MA, 65080-805, Brazil."
33457124,1,"Litika","Vermani","L","Biotechnology, Mizoram University, Aizawl, IND."
33457124,2,"Rajeev","Kumar","R","Research, Cachar Cancer Hospital and Research Centre, Silchar, IND."
33457124,3,"Nachimuthu","Senthil Kumar","N","Biotechnology, Mizoram University, Aizawl, IND."
33501690,1,"Gilar","Gorji-Bahri","G","Department of Pharmaceutical Biotechnology, School of Pharmacy, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
33501690,2,"Niloofar","Moradtabrizi","N","Department of Pharmaceutical Biotechnology, School of Pharmacy, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
33501690,3,"Faezeh","Vakhshiteh","F","Nanotechnology Research Center, Faculty of Pharmacy, Tehran University of Medical Sciences, Tehran, Iran."
33501690,4,"Atieh","Hashemi","A","Department of Pharmaceutical Biotechnology, School of Pharmacy, Shahid Beheshti University of Medical Sciences, Tehran, Iran."
33514846,1,"Bas","Molenaar","B","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,2,"Louk T","Timmer","LT","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,3,"Marjolein","Droog","M","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,4,"Ilaria","Perini","I","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,5,"Danielle","Versteeg","D","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,6,"Lieneke","Kooijman","L","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,7,"Jantine","Monshouwer-Kloots","J","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,8,"Hesther","de Ruiter","H","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,9,"Monika M","Gladka","MM","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands."
33514846,10,"Eva","van Rooij","E","Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Centre, Utrecht, The Netherlands. e.vanrooij@hubrecht.eu."
33525507,1,"Daniele","Mercatelli","D","Department of Pharmacy and Biotechnology, University of Bologna, 40138 Bologna, Italy."
33525507,2,"Nicola","Balboni","N","Department of Pharmacy and Biotechnology, University of Bologna, 40138 Bologna, Italy."
33525507,3,"Alessandro","Palma","A","Department of Pharmacy and Biotechnology, University of Bologna, 40138 Bologna, Italy."
33525507,4,"Emanuela","Aleo","E","IGA Technology Services, 33100 Udine, Italy."
33525507,5,"Pietro Paolo","Sanna","PP","Department of Immunology and Microbiology, The Scripps Research Institute, La Jolla, CA 92037, USA."
33525507,6,"Giovanni","Perini","G","Department of Pharmacy and Biotechnology, University of Bologna, 40138 Bologna, Italy."
33525507,7,"Federico Manuel","Giorgi","FM","Department of Pharmacy and Biotechnology, University of Bologna, 40138 Bologna, Italy."
33581388,1,"Fanchao","Shi","F","MRC/BHF Cardiovascular Epidemiology Unit, Department of Public Health and Primary Care, University of Cambridge, Cambridge, United Kingdom. Electronic address: fs474@medschl.cam.ac.uk."
33581388,2,"Luanluan","Sun","L","MRC/BHF Cardiovascular Epidemiology Unit, Department of Public Health and Primary Care, University of Cambridge, Cambridge, United Kingdom."
33581388,3,"Stephen","Kaptoge","S","MRC/BHF Cardiovascular Epidemiology Unit, Department of Public Health and Primary Care, University of Cambridge, Cambridge, United Kingdom."
33630851,1,"Yi-Hui","Gu","YH","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,2,"Xi-Wei","Cui","XW","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,3,"Jie-Yi","Ren","JY","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,4,"Man-Mei","Long","MM","Department of Pathology, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,5,"Wei","Wang","W","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,6,"Cheng-Jiang","Wei","CJ","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,7,"Rehanguli","Aimaier","R","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,8,"Yue-Hua","Li","YH","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,9,"Man-Hon","Chung","MH","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,10,"Bin","Gu","B","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,11,"Qing-Feng","Li","QF","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33630851,12,"Zhi-Chao","Wang","ZC","Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China."
33653693,1,"Giovanni","Germano","G","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy. alberto.bardelli@unito.it giovanni.germano@unito.it."
33653693,2,"Steve","Lu","S","Ludwig Center and Howard Hughes Medical Institute at Johns Hopkins, Baltimore, Maryland."
33653693,3,"Giuseppe","Rospo","G","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy."
33653693,4,"Simona","Lamba","S","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy."
33653693,5,"Benoit","Rousseau","B","Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, New York."
33653693,6,"Sonia","Fanelli","S","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy."
33653693,7,"Denise","Stenech","D","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy."
33653693,8,"Dung T","Le","DT","Department of Oncology, Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland."
33653693,9,"John","Hays","J","Division of Medical Oncology, Wexner Medical Center and James Cancer Hospital, The Ohio State University, Columbus, Ohio."
33653693,10,"Maria Grazia","Totaro","MG","IFOM-the FIRC Institute of Molecular Oncology, Milan, Italy."
33653693,11,"Vito","Amodio","V","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy."
33653693,12,"Rosaria","Chilà","R","Department of Oncology, University of Torino, Candiolo, Turin, Italy."
33653693,13,"Anna","Mondino","A","Division of Immunology, Transplantation and Infectious Diseases, IRCCS San Raffaele Scientific Institute, Milan, Italy."
33653693,14,"Luis A","Diaz","LA","Division of Solid Tumor Oncology, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, New York."
33653693,15,"Federica","Di Nicolantonio","F","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy."
33653693,16,"Alberto","Bardelli","A","Candiolo Cancer Institute, FPO-IRCCS, Candiolo, Turin, Italy. alberto.bardelli@unito.it giovanni.germano@unito.it."
33658560,1,"Hao","Zhang","H","Department of Neurosurgery, Xiangya Hospital, Central South University, Changsha, 410008, Hunan, People's Republic of China."
33658560,2,"Biqi","Cui","B","Department of Neurology, Xiangya Hospital, Central South University, Changsha, 410008, Hunan, People's Republic of China."
33658560,3,"Yulai","Zhou","Y","Department of Oncology, Xiangya Hospital, Central South University, Changsha, 410008, Hunan, People's Republic of China."
33658560,4,"Xinxing","Wang","X","Department of Orthopedics, The Third Xiangya Hospital, Central South University, Changsha, 410008, Hunan, People's Republic of China."
